Название документа,Автор,Дата создания,Шрифт,Размер шрифта,Верхнее поле (см),Нижнее поле (см),Левое поле (см),Правое поле (см),Межстрочный интервал,Отступ абзаца (см),Наличие колонтитулов,Наличие нумерации страниц,Наличие титульного листа,Верно ли оформлены заголовки,Есть ли содержание с правильными отступами,Верно ли оформлены ссылки,Верно ли оформлены таблицы,Верно ли оформлены рисунки,Соответствует ли оформление списков,Правильно ли оформлены приложения,Верно ли указаны реквизиты документа,Соответствует ГОСТ
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 725,Соловьев Радим Феодосьевич,23.03.2022,Times New Roman,12,1.5,1.5,3.0,1.0,1.5,1.25,True,True,True,True,True,False,True,True,False,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 726,Тамара Харитоновна Дроздова,01.11.2023,Arial,14,2.0,2.0,3.0,1.0,1.5,1.0,True,True,True,True,True,True,False,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 727,Терентьев Данила Афанасьевич,13.07.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,False,True,False,True,True,False,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 728,Никифоров Устин Аксёнович,25.05.2023,Times New Roman,12,2.0,2.0,3.0,1.0,0.8,1.25,True,True,True,True,True,True,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 729,Макаров Эдуард Анатольевич,26.03.2024,Times New Roman,14,2.0,2.5,3.0,1.0,1.5,1.25,False,True,True,True,True,True,True,True,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 730,Вениамин Адрианович Медведев,27.09.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,False,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 731,Веселова Евпраксия Мироновна,21.04.2025,Times New Roman,14,1.5,1.5,3.0,1.0,1.5,1.0,True,True,True,True,True,True,True,True,True,True,False,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 732,Любовь Святославовна Белоусова,21.11.2023,Times New Roman,14,2.5,2.0,3.0,1.0,1.5,1.25,True,True,True,False,False,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 733,Молчанова Вера Сергеевна,02.12.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,2.0,True,True,True,False,True,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 734,Спиридон Марсович Колобов,05.01.2022,Times New Roman,14,2.5,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,False,False,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 735,Савелий Валентинович Бобров,21.06.2023,Times New Roman,14,2.0,2.5,3.0,1.0,1.5,1.25,True,True,True,False,False,True,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 736,Семен Яковлевич Шаров,12.09.2024,Times New Roman,14,2.0,2.0,3.0,1.0,2.0,1.25,True,True,True,True,False,True,True,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 737,Меркушева Майя Натановна,31.01.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,False,True,False,True,True,True,False,False,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 738,Тимофеев Феофан Георгиевич,08.08.2024,Times New Roman,14,1.5,2.0,3.0,1.0,1.5,1.0,True,True,True,True,False,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 739,Артемьева Регина Матвеевна,02.12.2022,Verdana,14,2.0,2.0,2.5,1.0,2.0,1.25,True,True,False,True,True,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 740,Дементьев Творимир Власович,26.04.2022,Times New Roman,14,2.0,2.0,3.0,1.0,2.0,1.25,True,False,True,True,False,True,True,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 741,Иванна Леоновна Ефремова,09.04.2023,Times New Roman,14,2.0,2.0,2.5,1.0,1.5,1.25,True,True,True,True,True,True,False,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 742,Дарья Мироновна Анисимова,01.06.2023,Times New Roman,14,2.0,1.5,3.0,1.5,1.5,1.25,True,True,True,False,True,False,False,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 743,Панов Евстигней Владиленович,10.10.2021,Arial,14,2.0,2.5,4.0,1.0,1.5,1.25,False,True,True,True,True,False,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 744,Коновалов Фока Валерианович,28.04.2022,Times New Roman,16,2.0,2.0,4.0,1.5,2.0,1.25,True,True,True,True,False,True,True,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 745,Григорьев Милен Викторович,20.09.2022,Times New Roman,14,2.5,2.0,3.0,1.0,1.5,1.5,True,True,True,False,True,True,False,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 746,Гостомысл Викторович Никитин,25.12.2024,Times New Roman,14,2.5,2.0,3.0,1.0,1.0,1.25,True,False,False,False,True,True,True,True,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 747,Виноградов Елизар Марсович,03.06.2024,Times New Roman,14,1.5,2.5,3.0,1.0,0.8,1.25,False,True,True,False,True,True,False,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 748,Аникита Елизарович Авдеев,01.10.2023,Times New Roman,14,2.0,2.0,2.5,1.0,1.5,1.25,False,False,True,True,True,True,True,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 749,Исаева Анастасия Антоновна,01.08.2024,Calibri,14,2.0,2.0,4.0,1.0,2.0,1.25,True,True,True,True,True,False,False,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 750,Харлампий Артёмович Ильин,12.07.2024,Times New Roman,12,1.5,1.5,3.0,1.0,1.0,1.25,False,False,True,False,True,True,True,False,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 751,Милица Альбертовна Фокина,11.11.2023,Times New Roman,13,1.5,2.0,3.0,1.5,1.5,1.25,True,True,True,False,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 752,Белозерова Нинель Вячеславовна,07.10.2021,Calibri,14,2.0,2.0,4.0,1.0,2.0,1.25,True,True,True,False,True,False,True,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 753,Владилен Зиновьевич Колобов,23.02.2024,Times New Roman,13,2.0,2.0,3.0,1.0,1.0,1.25,False,True,True,True,True,True,True,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 754,Кондратьева Надежда Геннадьевна,08.07.2023,Calibri,14,2.5,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,False,True,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 755,Наина Романовна Яковлева,04.11.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,False,False,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 756,Яковлева Элеонора Антоновна,23.03.2025,Times New Roman,13,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 757,Гаврилов Януарий Георгиевич,11.03.2023,Verdana,14,2.0,2.0,3.0,1.0,1.5,1.25,False,False,True,False,False,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 758,Егорова Антонина Тимофеевна,17.12.2024,Times New Roman,14,2.0,2.0,4.0,1.0,1.5,1.25,True,True,False,True,True,True,False,False,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 759,Климент Германович Журавлев,26.10.2021,Times New Roman,14,2.0,2.5,3.0,1.0,2.0,1.25,True,True,True,False,False,True,True,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 760,Бирюков Лаврентий Геннадиевич,03.02.2024,Times New Roman,16,2.5,2.0,3.0,1.0,1.5,1.25,True,False,True,True,False,True,True,True,False,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 761,Арефий Зиновьевич Романов,18.04.2022,Times New Roman,16,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,False,True,False,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 762,Арефий Витальевич Пахомов,18.12.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.0,False,True,True,True,True,True,False,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 763,Доброслав Тимурович Рогов,23.09.2023,Times New Roman,16,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,False,True,True,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 764,Марфа Мироновна Калинина,17.05.2023,Times New Roman,13,2.0,1.5,3.0,1.0,1.5,1.0,True,True,False,True,True,True,True,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 765,Рогова Валерия Натановна,07.06.2021,Verdana,14,2.5,1.5,3.0,1.0,0.8,1.25,True,True,True,True,False,True,False,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 766,Бирюков Аверкий Валерьянович,22.09.2022,Times New Roman,14,2.0,2.0,2.5,1.0,1.5,1.25,True,False,True,False,True,False,False,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 767,Лукин Трифон Августович,01.06.2024,Times New Roman,12,1.5,2.0,4.0,1.0,0.8,1.25,True,True,True,False,True,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 768,тов. Казакова Евгения Геннадьевна,20.02.2024,Times New Roman,13,2.0,2.5,3.0,1.0,0.8,2.0,True,False,True,True,False,True,False,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 769,Быков Бронислав Харлампович,10.06.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,False,True,True,False,True,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 770,Ульяна Львовна Блохина,15.09.2021,Times New Roman,14,2.0,2.0,3.0,1.0,1.0,1.25,True,True,True,True,False,True,False,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 771,Терентьев Каллистрат Дорофеевич,13.10.2022,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,2.0,True,True,True,False,False,False,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 772,Кудрявцева Марина Семеновна,13.04.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.0,True,False,True,False,False,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 773,Ситникова Тамара Руслановна,24.12.2024,Verdana,14,2.0,2.0,3.0,1.5,1.5,1.25,True,True,True,False,True,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 774,Алла Альбертовна Казакова,09.09.2022,Times New Roman,14,2.0,2.0,2.5,1.0,1.5,1.25,False,True,True,True,True,True,True,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 775,Бажен Еремеевич Туров,14.06.2021,Verdana,14,1.5,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,True,False,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 776,Тарас Аксёнович Наумов,08.08.2024,Times New Roman,14,2.5,2.0,3.0,1.0,0.8,1.25,True,True,True,False,True,True,False,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 777,Евпраксия Ждановна Мясникова,22.05.2024,Verdana,14,2.0,2.5,3.0,1.0,1.5,1.25,True,True,True,True,False,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 778,Белоусов Егор Владиленович,11.04.2023,Arial,16,2.0,2.5,2.5,1.5,1.5,1.25,False,True,True,True,False,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 779,Анжела Рудольфовна Сафонова,17.03.2023,Times New Roman,14,1.5,2.0,4.0,1.5,1.5,1.25,True,True,True,True,True,True,False,False,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 780,Лазарев Эрнест Федосеевич,21.02.2025,Arial,14,2.5,2.0,3.0,1.5,2.0,1.25,True,True,True,True,False,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 781,Суворов Фома Гавриилович,24.04.2025,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,False,True,True,True,True,False,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 782,Силина Иванна Артемовна,23.12.2022,Times New Roman,13,2.0,2.0,4.0,1.0,1.5,1.25,True,True,True,False,False,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 783,Лариса Артемовна Лыткина,11.11.2021,Verdana,14,2.0,2.0,3.0,1.0,0.8,1.25,False,True,True,False,True,True,False,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 784,Анисим Денисович Киселев,07.11.2022,Verdana,14,2.5,2.0,3.0,1.0,1.5,1.25,True,False,True,False,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 785,Галкина Лора Егоровна,17.07.2024,Arial,14,2.0,2.0,3.0,1.0,1.5,2.0,False,True,True,False,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 786,Белоусова Элеонора Феликсовна,25.07.2024,Times New Roman,14,2.0,2.5,3.0,1.5,1.5,1.25,True,True,True,True,False,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 787,Копылов Максим Брониславович,10.11.2024,Arial,14,2.0,2.5,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 788,Фадей Ильясович Петров,21.02.2023,Times New Roman,14,2.0,2.0,3.0,1.0,0.8,1.25,True,True,True,True,True,False,False,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 789,Галкин Аггей Исидорович,16.09.2021,Calibri,14,1.5,2.0,4.0,1.5,1.5,2.0,True,True,False,True,True,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 790,Велимир Ермолаевич Николаев,27.11.2021,Times New Roman,13,2.0,2.0,4.0,1.0,1.5,2.0,False,True,True,True,True,True,True,False,False,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 791,Пахомова Прасковья Вениаминовна,25.06.2022,Times New Roman,14,2.5,1.5,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,False,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 792,Татьяна Станиславовна Рябова,23.07.2021,Times New Roman,14,2.5,2.0,3.0,1.5,1.5,1.25,True,True,True,True,False,False,True,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 793,Терентьев Игнатий Афанасьевич,07.04.2024,Times New Roman,12,2.0,2.0,2.5,1.5,1.5,1.0,False,True,True,True,False,True,False,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 794,Самсон Данилович Рябов,16.09.2024,Arial,13,1.5,2.0,3.0,1.5,1.5,1.25,True,True,False,True,True,False,True,True,False,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 795,Любовь Болеславовна Власова,06.04.2024,Times New Roman,14,1.5,2.0,3.0,1.0,0.8,1.25,True,False,True,True,True,False,False,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 796,Крылова Мария Болеславовна,08.08.2024,Times New Roman,14,2.0,2.0,3.0,1.0,2.0,1.5,True,True,False,False,True,False,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 797,Гаврилова Олимпиада Аркадьевна,05.04.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,False,True,True,True,True,True,True,True,False,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 798,Елена Николаевна Третьякова,27.12.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,False,False,False,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 799,Юлия Станиславовна Белозерова,22.04.2025,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 800,Лукия Леонидовна Ермакова,23.07.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.0,False,True,True,True,True,True,True,False,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 801,Пров Валерьевич Субботин,16.04.2024,Times New Roman,14,2.0,2.0,3.0,1.5,1.5,2.0,True,True,True,True,False,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 802,Евграф Жанович Логинов,15.11.2021,Times New Roman,14,2.0,2.5,3.0,1.0,1.0,1.25,True,True,True,True,True,False,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 803,Ольга Анатольевна Лобанова,04.12.2021,Times New Roman,14,2.5,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,True,False,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 804,Григорьева Татьяна Романовна,26.10.2021,Times New Roman,14,2.0,2.5,3.0,1.0,1.5,2.0,True,True,True,True,True,True,True,True,True,True,False,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 805,Екатерина Захаровна Мамонтова,18.10.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.5,True,True,True,True,True,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 806,Сократ Глебович Лаврентьев,13.03.2023,Arial,13,2.0,2.0,3.0,1.0,1.5,1.25,True,True,False,False,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 807,Степанова Наина Георгиевна,01.12.2021,Times New Roman,13,2.0,2.0,3.0,1.0,1.0,1.25,True,True,True,True,True,True,True,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 808,Серафим Иосифович Лихачев,22.09.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,True,True,False,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 809,Емельянов Савватий Демидович,27.03.2025,Verdana,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,False,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 810,Доброслав Вячеславович Блинов,28.12.2021,Verdana,14,2.0,2.5,3.0,1.0,1.5,2.0,True,True,True,False,False,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 811,Лапина Марфа Рудольфовна,02.05.2025,Arial,12,2.0,2.0,3.0,1.0,1.0,1.25,True,True,True,False,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 812,Януарий Федосьевич Пахомов,30.08.2022,Calibri,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,False,True,False,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 813,Потапова Елизавета Эдуардовна,03.02.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 814,тов. Шарапова Раиса Михайловна,31.08.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.5,True,True,True,True,True,False,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 815,Анастасия Ефимовна Баранова,11.10.2021,Times New Roman,14,2.5,2.5,3.0,1.0,1.0,1.25,True,True,True,True,False,True,True,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 816,Симонова Любовь Натановна,25.01.2025,Arial,14,2.0,2.0,2.5,1.0,1.5,2.0,True,True,True,False,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 817,Зоя Максимовна Агафонова,13.10.2022,Verdana,14,2.0,2.0,4.0,1.5,1.5,2.0,True,True,True,True,True,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 818,Рюрик Фокич Егоров,22.03.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,False,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 819,Элеонора Ивановна Павлова,07.08.2024,Times New Roman,14,2.0,2.0,3.0,1.5,1.5,1.5,True,True,False,False,True,True,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 820,Соколова Елизавета Вениаминовна,09.08.2022,Times New Roman,13,2.0,2.0,3.0,1.0,1.0,1.25,True,False,True,True,True,True,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 821,г-жа Воробьева Милица Леонидовна,09.10.2023,Verdana,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,False,True,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 822,Михеев Пантелеймон Тимурович,12.02.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,2.0,True,True,True,True,True,False,True,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 823,Наина Аскольдовна Сазонова,22.10.2021,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,False,True,True,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 824,Григорьев Конон Эдгарович,13.02.2024,Times New Roman,14,2.5,2.5,3.0,1.0,1.5,1.25,True,True,True,False,True,False,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 825,тов. Большакова Евпраксия Романовна,07.06.2024,Calibri,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,True,False,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 826,Пахом Арсеньевич Ермаков,14.01.2023,Times New Roman,14,2.0,2.0,4.0,1.0,1.5,1.5,True,True,True,False,False,True,True,True,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 827,Акулина Владиславовна Тимофеева,22.12.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,False,True,True,True,True,True,False,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 828,Власов Всемил Адрианович,05.12.2022,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,False,True,False,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 829,Никифоров Трофим Ерофеевич,12.06.2021,Times New Roman,14,1.5,2.0,3.0,1.5,0.8,1.25,True,True,True,False,False,True,False,True,False,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 830,Беспалов Куприян Арсеньевич,15.05.2025,Times New Roman,14,2.0,2.0,3.0,1.0,2.0,2.0,True,True,True,True,True,False,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 831,Александра Борисовна Колесникова,27.12.2023,Times New Roman,14,2.0,2.5,3.0,1.5,1.5,1.25,True,True,True,True,False,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 832,Костина Жанна Вадимовна,28.07.2023,Times New Roman,14,2.5,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,False,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 833,Наумов Филарет Власович,05.09.2022,Arial,16,1.5,2.0,4.0,1.0,1.5,1.25,False,True,False,True,False,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 834,Анжела Архиповна Сафонова,19.05.2025,Verdana,14,2.5,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,False,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 835,Евгения Константиновна Сорокина,29.05.2022,Times New Roman,16,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,False,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 836,Герасим Дмитриевич Осипов,01.03.2025,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,False,True,True,False,True,True,False,False,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 837,Милица Харитоновна Куликова,15.07.2024,Times New Roman,14,2.0,2.0,3.0,1.5,1.5,1.25,True,True,True,True,False,False,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 838,Сысоева Александра Николаевна,15.10.2023,Times New Roman,14,2.0,2.5,3.0,1.5,1.5,1.25,True,True,True,False,True,False,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 839,Самуил Власович Гущин,29.09.2023,Times New Roman,16,2.0,2.5,3.0,1.0,0.8,1.25,True,True,False,True,True,True,True,False,False,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 840,Жуков Ипат Тимурович,09.10.2022,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,False,True,True,True,True,True,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 841,Буров Твердислав Глебович,11.08.2021,Times New Roman,14,2.0,2.0,4.0,1.0,2.0,1.25,True,True,True,False,True,True,True,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 842,Марина Романовна Колобова,07.01.2023,Arial,16,1.5,2.0,3.0,1.0,1.5,1.25,True,True,True,True,False,False,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 843,Соловьев Дмитрий Арсенович,21.06.2021,Times New Roman,13,1.5,2.0,2.5,1.0,1.5,1.25,True,True,True,True,True,False,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 844,Носова Валерия Леонидовна,31.10.2023,Times New Roman,14,2.0,2.0,3.0,1.5,1.5,1.25,True,True,True,True,True,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 845,Мартынова Нонна Ждановна,07.06.2022,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 846,Лариса Оскаровна Самсонова,29.01.2022,Times New Roman,14,2.0,2.0,3.0,1.0,2.0,1.25,False,True,True,False,True,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 847,Алина Вениаминовна Суворова,23.11.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,False,True,True,True,True,False,True,False,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 848,Мухина Таисия Львовна,14.09.2023,Times New Roman,14,2.0,1.5,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,True,True,True,True,True
